Start Time,End Time,Sleep
06:41:00.000,06:41:30.000,N2
06:41:30.000,06:42:00.000,N2
06:42:00.000,06:42:30.000,N2
06:42:30.000,06:43:00.000,N2
06:43:00.000,06:43:30.000,REM
06:43:30.000,06:44:00.000,REM
06:44:00.000,06:44:30.000,REM
06:44:30.000,06:45:00.000,REM
06:45:00.000,06:45:30.000,REM
06:45:30.000,06:46:00.000,REM
06:46:00.000,06:46:30.000,REM
06:46:30.000,06:47:00.000,REM
06:47:00.000,06:47:30.000,REM
06:47:30.000,06:48:00.000,Wake
06:48:00.000,06:48:30.000,REM
06:48:30.000,06:49:00.000,REM
06:49:00.000,06:49:30.000,Wake
06:49:30.000,06:50:00.000,Wake
06:50:00.000,06:50:30.000,N1
06:50:30.000,06:51:00.000,N1
06:51:00.000,06:51:30.000,N1
06:51:30.000,06:52:00.000,N1
06:52:00.000,06:52:30.000,N2
06:52:30.000,06:53:00.000,N2
06:53:00.000,06:53:30.000,N2
06:53:30.000,06:54:00.000,N2
06:54:00.000,06:54:30.000,N2
06:54:30.000,06:55:00.000,N2
06:55:00.000,06:55:30.000,N2
06:55:30.000,06:56:00.000,N2
06:56:00.000,06:56:30.000,REM
06:56:30.000,06:57:00.000,REM
06:57:00.000,06:57:30.000,REM
06:57:30.000,06:58:00.000,REM
06:58:00.000,06:58:30.000,REM
06:58:30.000,06:59:00.000,REM
06:59:00.000,06:59:30.000,REM
06:59:30.000,07:00:00.000,REM
07:00:00.000,07:00:30.000,REM
07:00:30.000,07:01:00.000,REM
07:01:00.000,07:01:30.000,REM
07:01:30.000,07:02:00.000,REM
07:02:00.000,07:02:30.000,REM
07:02:30.000,07:03:00.000,REM
07:03:00.000,07:03:30.000,REM
07:03:30.000,07:04:00.000,Wake
07:04:00.000,07:04:30.000,REM
07:04:30.000,07:05:00.000,REM
07:05:00.000,07:05:30.000,REM
07:05:30.000,07:06:00.000,REM
07:06:00.000,07:06:30.000,REM
07:06:30.000,07:07:00.000,REM
07:07:00.000,07:07:30.000,REM
07:07:30.000,07:08:00.000,REM
07:08:00.000,07:08:30.000,REM
07:08:30.000,07:09:00.000,REM
07:09:00.000,07:09:30.000,REM
07:09:30.000,07:10:00.000,REM
07:10:00.000,07:10:30.000,REM
07:10:30.000,07:11:00.000,REM
07:11:00.000,07:11:30.000,REM
07:11:30.000,07:12:00.000,REM
07:12:00.000,07:12:30.000,REM
07:12:30.000,07:13:00.000,REM
07:13:00.000,07:13:30.000,Wake
07:13:30.000,07:14:00.000,REM
07:14:00.000,07:14:30.000,REM
07:14:30.000,07:15:00.000,REM
07:15:00.000,07:15:30.000,REM
07:15:30.000,07:16:00.000,REM
07:16:00.000,07:16:30.000,REM
07:16:30.000,07:17:00.000,REM
07:17:00.000,07:17:30.000,REM
07:17:30.000,07:18:00.000,REM
07:18:00.000,07:18:30.000,REM
07:18:30.000,07:19:00.000,REM
07:19:00.000,07:19:30.000,REM
07:19:30.000,07:20:00.000,REM
07:20:00.000,07:20:30.000,REM
07:20:30.000,07:21:00.000,REM
07:21:00.000,07:21:30.000,REM
07:21:30.000,07:22:00.000,REM
07:22:00.000,07:22:30.000,REM
07:22:30.000,07:23:00.000,REM
