Start Time,End Time,Sleep
10/01/2020 02:10,10/01/2020 02:11,N3
10/01/2020 02:11,10/01/2020 02:11,N3
10/01/2020 02:11,10/01/2020 02:12,N3
10/01/2020 02:12,10/01/2020 02:12,N3
10/01/2020 02:12,10/01/2020 02:13,N3
10/01/2020 02:13,10/01/2020 02:13,N3
10/01/2020 02:13,10/01/2020 02:14,N3
10/01/2020 02:14,10/01/2020 02:14,N3
10/01/2020 02:14,10/01/2020 02:15,N3
10/01/2020 02:15,10/01/2020 02:15,N3
10/01/2020 02:15,10/01/2020 02:16,N3
10/01/2020 02:16,10/01/2020 02:16,N3
10/01/2020 02:16,10/01/2020 02:17,N3
10/01/2020 02:17,10/01/2020 02:17,N3
10/01/2020 02:17,10/01/2020 02:18,N3
10/01/2020 02:18,10/01/2020 02:18,N3
10/01/2020 02:18,10/01/2020 02:19,N3
10/01/2020 02:19,10/01/2020 02:19,N3
10/01/2020 02:19,10/01/2020 02:20,N3
10/01/2020 02:20,10/01/2020 02:20,N3
10/01/2020 02:20,10/01/2020 02:21,N3
10/01/2020 02:21,10/01/2020 02:21,N3
10/01/2020 02:21,10/01/2020 02:22,N3
10/01/2020 02:22,10/01/2020 02:22,N3
10/01/2020 02:22,10/01/2020 02:23,N3
10/01/2020 02:23,10/01/2020 02:23,N3
10/01/2020 02:23,10/01/2020 02:24,N3
10/01/2020 02:24,10/01/2020 02:24,N3
10/01/2020 02:24,10/01/2020 02:25,N3
10/01/2020 02:25,10/01/2020 02:25,N3
10/01/2020 02:25,10/01/2020 02:26,N3
10/01/2020 02:26,10/01/2020 02:26,N3
10/01/2020 02:26,10/01/2020 02:27,N3
10/01/2020 02:27,10/01/2020 02:27,N3
10/01/2020 02:27,10/01/2020 02:28,N3
10/01/2020 02:28,10/01/2020 02:28,N3
10/01/2020 02:28,10/01/2020 02:29,N3
10/01/2020 02:29,10/01/2020 02:29,N3
10/01/2020 02:29,10/01/2020 02:30,N3
10/01/2020 02:30,10/01/2020 02:30,N3
10/01/2020 02:30,10/01/2020 02:31,N3
10/01/2020 02:31,10/01/2020 02:31,N3
10/01/2020 02:31,10/01/2020 02:32,N3
10/01/2020 02:32,10/01/2020 02:32,N3
10/01/2020 02:32,10/01/2020 02:33,N3
10/01/2020 02:33,10/01/2020 02:33,N3
10/01/2020 02:33,10/01/2020 02:34,N3
10/01/2020 02:34,10/01/2020 02:34,N3
10/01/2020 02:34,10/01/2020 02:35,N3
10/01/2020 02:35,10/01/2020 02:35,N3
10/01/2020 02:35,10/01/2020 02:36,N3
10/01/2020 02:36,10/01/2020 02:36,N3
10/01/2020 02:36,10/01/2020 02:37,N3
10/01/2020 02:37,10/01/2020 02:37,N3
10/01/2020 02:37,10/01/2020 02:38,N3
10/01/2020 02:38,10/01/2020 02:38,N2
10/01/2020 02:38,10/01/2020 02:39,N2
10/01/2020 02:39,10/01/2020 02:39,N2
10/01/2020 02:39,10/01/2020 02:40,N2
10/01/2020 02:40,10/01/2020 02:40,N2
10/01/2020 02:40,10/01/2020 02:41,N2
10/01/2020 02:41,10/01/2020 02:41,N2
10/01/2020 02:41,10/01/2020 02:42,N2
10/01/2020 02:42,10/01/2020 02:42,N2
10/01/2020 02:42,10/01/2020 02:43,N2
10/01/2020 02:43,10/01/2020 02:43,N2
10/01/2020 02:43,10/01/2020 02:44,N2
10/01/2020 02:44,10/01/2020 02:44,N2
10/01/2020 02:44,10/01/2020 02:45,REM
10/01/2020 02:45,10/01/2020 02:45,REM
10/01/2020 02:45,10/01/2020 02:46,REM
10/01/2020 02:46,10/01/2020 02:46,REM
10/01/2020 02:46,10/01/2020 02:47,REM
10/01/2020 02:47,10/01/2020 02:47,REM
10/01/2020 02:47,10/01/2020 02:48,REM
10/01/2020 02:48,10/01/2020 02:48,REM
10/01/2020 02:48,10/01/2020 02:49,N2
10/01/2020 02:49,10/01/2020 02:49,N2
10/01/2020 02:49,10/01/2020 02:50,N2
10/01/2020 02:50,10/01/2020 02:50,N2
10/01/2020 02:50,10/01/2020 02:51,N2
10/01/2020 02:51,10/01/2020 02:51,N2
10/01/2020 02:51,10/01/2020 02:52,N2
10/01/2020 02:52,10/01/2020 02:52,N2
10/01/2020 02:52,10/01/2020 02:53,N2
10/01/2020 02:53,10/01/2020 02:53,N2
10/01/2020 02:53,10/01/2020 02:54,N2
10/01/2020 02:54,10/01/2020 02:54,N2
10/01/2020 02:54,10/01/2020 02:55,N2
10/01/2020 02:55,10/01/2020 02:55,N3
10/01/2020 02:55,10/01/2020 02:56,N3
10/01/2020 02:56,10/01/2020 02:56,N3
10/01/2020 02:56,10/01/2020 02:57,N3
10/01/2020 02:57,10/01/2020 02:57,N3
10/01/2020 02:57,10/01/2020 02:58,N3
10/01/2020 02:58,10/01/2020 02:58,N2
10/01/2020 02:58,10/01/2020 02:59,N2
10/01/2020 02:59,10/01/2020 02:59,N2
10/01/2020 02:59,10/01/2020 03:00,N2
10/01/2020 03:00,10/01/2020 03:00,N2
10/01/2020 03:00,10/01/2020 03:01,N2
10/01/2020 03:01,10/01/2020 03:01,N2
10/01/2020 03:01,10/01/2020 03:02,N2
10/01/2020 03:02,10/01/2020 03:02,N2
10/01/2020 03:02,10/01/2020 03:03,N2
10/01/2020 03:03,10/01/2020 03:03,N2
10/01/2020 03:03,10/01/2020 03:04,N2
10/01/2020 03:04,10/01/2020 03:04,N2
10/01/2020 03:04,10/01/2020 03:05,N2
10/01/2020 03:05,10/01/2020 03:05,N3
10/01/2020 03:05,10/01/2020 03:06,N3
10/01/2020 03:06,10/01/2020 03:06,N3
10/01/2020 03:06,10/01/2020 03:07,N3
10/01/2020 03:07,10/01/2020 03:07,N3
10/01/2020 03:07,10/01/2020 03:08,N3
10/01/2020 03:08,10/01/2020 03:08,N3
10/01/2020 03:08,10/01/2020 03:09,N3
10/01/2020 03:09,10/01/2020 03:09,N3
10/01/2020 03:09,10/01/2020 03:10,N3
10/01/2020 03:10,10/01/2020 03:10,N3
10/01/2020 03:10,10/01/2020 03:11,N3
10/01/2020 03:11,10/01/2020 03:11,N3
10/01/2020 03:11,10/01/2020 03:12,N3
10/01/2020 03:12,10/01/2020 03:12,N3
10/01/2020 03:12,10/01/2020 03:13,N3
10/01/2020 03:13,10/01/2020 03:13,N3
10/01/2020 03:13,10/01/2020 03:14,N3
10/01/2020 03:14,10/01/2020 03:14,N3
10/01/2020 03:14,10/01/2020 03:15,N3
10/01/2020 03:15,10/01/2020 03:15,N3
10/01/2020 03:15,10/01/2020 03:16,N2
10/01/2020 03:16,10/01/2020 03:16,N2
10/01/2020 03:16,10/01/2020 03:17,N2
10/01/2020 03:17,10/01/2020 03:17,N2
10/01/2020 03:17,10/01/2020 03:18,N2
10/01/2020 03:18,10/01/2020 03:18,N2
10/01/2020 03:18,10/01/2020 03:19,Wake
10/01/2020 03:19,10/01/2020 03:19,Wake
10/01/2020 03:19,10/01/2020 03:20,N2
10/01/2020 03:20,10/01/2020 03:20,N2
10/01/2020 03:20,10/01/2020 03:21,N2
10/01/2020 03:21,10/01/2020 03:21,N2
10/01/2020 03:21,10/01/2020 03:22,N2
10/01/2020 03:22,10/01/2020 03:22,N2
10/01/2020 03:22,10/01/2020 03:23,N2
10/01/2020 03:23,10/01/2020 03:23,N2
10/01/2020 03:23,10/01/2020 03:24,N2
10/01/2020 03:24,10/01/2020 03:24,N2
10/01/2020 03:24,10/01/2020 03:25,N2
10/01/2020 03:25,10/01/2020 03:25,N2
